Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 4 - Insights,Top Products,PINK STITCHED WALL CLOCK,828.24,,,,PINK STITCHED WALL CLOCK,,,,,,828.24,679,61,,,,,,
Week 4 - Insights,Top Products,LOVE HEART NAPKIN BOX,826.95,,,,LOVE HEART NAPKIN BOX,,,,,,826.95,171,66,,,,,,
Week 4 - Insights,Top Products,WASH BAG VINTAGE ROSE PAISLEY,823.56,,,,WASH BAG VINTAGE ROSE PAISLEY,,,,,,823.56,284,84,,,,,,
Week 4 - Insights,Top Products,FELT TOADSTOOL LARGE,821.8,,,,FELT TOADSTOOL LARGE,,,,,,821.8,645,60,,,,,,
Week 4 - Insights,Top Products,CHILDRENS GARDEN GLOVES BLUE,818.2,,,,CHILDRENS GARDEN GLOVES BLUE,,,,,,818.2,590,77,,,,,,
Week 4 - Insights,Top Products,ASSORTED TUTTI FRUTTI PEN,816.81,,,,ASSORTED TUTTI FRUTTI PEN,,,,,,816.81,2423,99,,,,,,
Week 4 - Insights,Top Products,POLKADOT RAIN HAT,814.75,,,,POLKADOT RAIN HAT,,,,,,814.75,1625,223,,,,,,
Week 4 - Insights,Top Products,SET 6 FOOTBALL CELEBRATION CANDLES,813.48,,,,SET 6 FOOTBALL CELEBRATION CANDLES,,,,,,813.48,643,101,,,,,,
Week 4 - Insights,Top Products,WHITE STITCHED WALL CLOCK,813.29,,,,WHITE STITCHED WALL CLOCK,,,,,,813.29,847,44,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 PAISLEY PARK TISSUES,811.76,,,,PACK OF 12 PAISLEY PARK TISSUES,,,,,,811.76,1768,134,,,,,,
Week 4 - Insights,Top Products,LOVE GARLAND PAINTED ZINC,807.83,,,,LOVE GARLAND PAINTED ZINC,,,,,,807.83,441,77,,,,,,
Week 4 - Insights,Top Products,CHARLIE & LOLA WASTEPAPER BIN BLUE,807.04,,,,CHARLIE & LOLA WASTEPAPER BIN BLUE,,,,,,807.04,631,83,,,,,,
Week 4 - Insights,Top Products,ETCHED GLASS COASTER,806.77,,,,ETCHED GLASS COASTER,,,,,,806.77,1570,70,,,,,,
Week 4 - Insights,Top Products,SET OF 4 POLKADOT PLACEMATS,806.16,,,,SET OF 4 POLKADOT PLACEMATS,,,,,,806.16,169,77,,,,,,
Week 4 - Insights,Top Products,SMALL POLKADOT CHOCOLATE GIFT BAG,806.04,,,,SMALL POLKADOT CHOCOLATE GIFT BAG,,,,,,806.04,927,51,,,,,,
Week 4 - Insights,Top Products,TEA TIME TEA SET IN GIFT BOX,802.58,,,,TEA TIME TEA SET IN GIFT BOX,,,,,,802.58,118,46,,,,,,
Week 4 - Insights,Top Products,RETRO PLASTIC ELEPHANT TRAY,802.33,,,,RETRO PLASTIC ELEPHANT TRAY,,,,,,802.33,1093,64,,,,,,
Week 4 - Insights,Top Products,MOTHER'S KITCHEN SPOON REST,802.17,,,,MOTHER'S KITCHEN SPOON REST,,,,,,802.17,182,77,,,,,,
Week 4 - Insights,Top Products,MIRROR MOSAIC T-LIGHT HOLDER,802.14,,,,MIRROR MOSAIC T-LIGHT HOLDER,,,,,,802.14,1604,28,,,,,,
Week 4 - Insights,Top Products,APOTHECARY MEASURING JAR,801.28,,,,APOTHECARY MEASURING JAR,,,,,,801.28,65,21,,,,,,
Week 4 - Insights,Top Products,DECORATION WHITE CHICK MAGIC GARDEN,799.26,,,,DECORATION WHITE CHICK MAGIC GARDEN,,,,,,799.26,912,144,,,,,,
Week 4 - Insights,Top Products,GARDENIA 3 WICK MORRIS BOXED CANDLE,799.24,,,,GARDENIA 3 WICK MORRIS BOXED CANDLE,,,,,,799.24,278,83,,,,,,
Week 4 - Insights,Top Products,IVORY LOVE BIRD CANDLE,798.02,,,,IVORY LOVE BIRD CANDLE,,,,,,798.02,800,87,,,,,,
Week 4 - Insights,Top Products,HORSE & PONY WALL ART,797.31,,,,HORSE & PONY WALL ART,,,,,,797.31,256,17,,,,,,
Week 4 - Insights,Top Products,SET/6 PINK BIRD T-LIGHT CANDLES,796.99,,,,SET/6 PINK BIRD T-LIGHT CANDLES,,,,,,796.99,451,100,,,,,,
Week 4 - Insights,Top Products,HEART SHAPE WIRELESS DOORBELL,795.83,,,,HEART SHAPE WIRELESS DOORBELL,,,,,,795.83,444,49,,,,,,
Week 4 - Insights,Top Products,SWEET HEART CAKE CARRIER,795.58,,,,SWEET HEART CAKE CARRIER,,,,,,795.58,80,44,,,,,,
Week 4 - Insights,Top Products,SET/6 FROG PRINCE T-LIGHT CANDLES,795.02,,,,SET/6 FROG PRINCE T-LIGHT CANDLES,,,,,,795.02,479,86,,,,,,
Week 4 - Insights,Top Products,MOTORING TISSUE BOX,794.05,,,,MOTORING TISSUE BOX,,,,,,794.05,1758,158,,,,,,
Week 4 - Insights,Top Products,MORE BUTTER METAL SIGN,793.17,,,,MORE BUTTER METAL SIGN,,,,,,793.17,724,158,,,,,,
Week 4 - Insights,Top Products,ZINC HEARTS PLANT POT HOLDER,792.47,,,,ZINC HEARTS PLANT POT HOLDER,,,,,,792.47,283,52,,,,,,
Week 4 - Insights,Top Products,MULTICOLOUR HONEYCOMB FAN,790.48,,,,MULTICOLOUR HONEYCOMB FAN,,,,,,790.48,1056,85,,,,,,
Week 4 - Insights,Top Products,MINI JIGSAW PURDEY,789.9,,,,MINI JIGSAW PURDEY,,,,,,789.9,2079,85,,,,,,
Week 4 - Insights,Top Products,FELTCRAFT HAIRBAND RED AND BLUE,789.72,,,,FELTCRAFT HAIRBAND RED AND BLUE,,,,,,789.72,870,158,,,,,,
Week 4 - Insights,Top Products,WOODLAND  STICKERS,786.31,,,,WOODLAND  STICKERS,,,,,,786.31,868,103,,,,,,
Week 4 - Insights,Top Products,KIDS RAIN MAC PINK,783.25,,,,KIDS RAIN MAC PINK,,,,,,783.25,901,91,,,,,,
Week 4 - Insights,Top Products,EGG CUP MILKMAID INGRID,781.31,,,,EGG CUP MILKMAID INGRID,,,,,,781.31,596,75,,,,,,
Week 4 - Insights,Top Products,MOODY GIRL DOOR HANGER,778.97,,,,MOODY GIRL DOOR HANGER,,,,,,778.97,1467,169,,,,,,
Week 4 - Insights,Top Products,SKULLS GREETING CARD,778.89,,,,SKULLS GREETING CARD,,,,,,778.89,1891,115,,,,,,
Week 4 - Insights,Top Products,WIRE EGG BASKET,778.18,,,,WIRE EGG BASKET,,,,,,778.18,101,39,,,,,,
Week 4 - Insights,Top Products,SALLE DE BAIN HOOK,777.57,,,,SALLE DE BAIN HOOK,,,,,,777.57,548,103,,,,,,
Week 4 - Insights,Top Products,"METAL SIGN,CUPCAKE SINGLE HOOK",777.23,,,,"METAL SIGN,CUPCAKE SINGLE HOOK",,,,,,777.23,846,142,,,,,,
Week 4 - Insights,Top Products,PINK HORSE SOCK PUPPET,776.49,,,,PINK HORSE SOCK PUPPET,,,,,,776.49,255,57,,,,,,
Week 4 - Insights,Top Products,ROMANTIC IMAGES GIFT WRAP SET,776.49,,,,ROMANTIC IMAGES GIFT WRAP SET,,,,,,776.49,789,135,,,,,,
Week 4 - Insights,Top Products,SILK PURSE BABUSHKA RED,775.8,,,,SILK PURSE BABUSHKA RED,,,,,,775.8,222,51,,,,,,
Week 4 - Insights,Top Products,NINE DRAWER OFFICE TIDY,774.82,,,,NINE DRAWER OFFICE TIDY,,,,,,774.82,50,30,,,,,,
Week 4 - Insights,Top Products,TOXIC AREA  DOOR HANGER,774.26,,,,TOXIC AREA  DOOR HANGER,,,,,,774.26,1414,160,,,,,,
Week 4 - Insights,Top Products,FELTCRAFT HAIRBAND PINK AND BLUE,773.7,,,,FELTCRAFT HAIRBAND PINK AND BLUE,,,,,,773.7,855,160,,,,,,
Week 4 - Insights,Top Products,EGG CUP HENRIETTA HEN CREAM,772.52,,,,EGG CUP HENRIETTA HEN CREAM,,,,,,772.52,618,47,,,,,,
Week 4 - Insights,Top Products,CARAVAN SQUARE TISSUE BOX,771.55,,,,CARAVAN SQUARE TISSUE BOX,,,,,,771.55,1392,151,,,,,,
Week 4 - Insights,Top Products,BLUE/CREAM STRIPE CUSHION COVER,771.15,,,,BLUE/CREAM STRIPE CUSHION COVER,,,,,,771.15,623,99,,,,,,
Week 4 - Insights,Top Products,PINK LOVE HEART SHAPE CUP,770.73,,,,PINK LOVE HEART SHAPE CUP,,,,,,770.73,816,133,,,,,,
Week 4 - Insights,Top Products,RED APPLES CHOPPING BOARD,770.32,,,,RED APPLES CHOPPING BOARD,,,,,,770.32,152,45,,,,,,
Week 4 - Insights,Top Products,EMBROIDERED RIBBON REEL CLAIRE,769.81,,,,EMBROIDERED RIBBON REEL CLAIRE,,,,,,769.81,218,23,,,,,,
Week 4 - Insights,Top Products,CARROT CHARLIE+LOLA COASTER SET,769.55,,,,CARROT CHARLIE+LOLA COASTER SET,,,,,,769.55,468,125,,,,,,
Week 4 - Insights,Top Products,FELTCRAFT HAIRBAND PINK AND PURPLE,768.53,,,,FELTCRAFT HAIRBAND PINK AND PURPLE,,,,,,768.53,848,148,,,,,,
Week 4 - Insights,Top Products,TOOTHPASTE TUBE PEN,768.3,,,,TOOTHPASTE TUBE PEN,,,,,,768.3,1261,204,,,,,,
Week 4 - Insights,Top Products,FRENCH BLUE METAL DOOR SIGN 0,768.3,,,,FRENCH BLUE METAL DOOR SIGN 0,,,,,,768.3,584,98,,,,,,
Week 4 - Insights,Top Products,TRIPLE WIRE HOOK IVORY HEART,766.1,,,,TRIPLE WIRE HOOK IVORY HEART,,,,,,766.1,182,52,,,,,,
Week 4 - Insights,Top Products,CUSHION COVER PINK UNION JACK,764.63,,,,CUSHION COVER PINK UNION JACK,,,,,,764.63,123,47,,,,,,
Week 4 - Insights,Top Products,FRENCH FLORAL CUSHION COVER,764.59,,,,FRENCH FLORAL CUSHION COVER,,,,,,764.59,662,82,,,,,,
Week 4 - Insights,Top Products,PANTRY 3 HOOK ROLLING PIN HANGER,764.4,,,,PANTRY 3 HOOK ROLLING PIN HANGER,,,,,,764.4,189,62,,,,,,
Week 4 - Insights,Top Products,SET/6 COLLAGE PAPER CUPS,764.02,,,,SET/6 COLLAGE PAPER CUPS,,,,,,764.02,2562,179,,,,,,
Week 4 - Insights,Top Products,FOLDING UMBRELLA BLACKBLUE POLKADOT,763.66,,,,FOLDING UMBRELLA BLACKBLUE POLKADOT,,,,,,763.66,160,74,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS DECOUPAGE CANDLE,761.62,,,,CHRISTMAS DECOUPAGE CANDLE,,,,,,761.62,1749,72,,,,,,
Week 4 - Insights,Top Products,SMALL ROUND CUT GLASS CANDLESTICK,760.39,,,,SMALL ROUND CUT GLASS CANDLESTICK,,,,,,760.39,161,33,,,,,,
Week 4 - Insights,Top Products,SMALL BONNE JAM JAR  T-LIGHT HOLDER,758.24,,,,SMALL BONNE JAM JAR  T-LIGHT HOLDER,,,,,,758.24,398,21,,,,,,
Week 4 - Insights,Top Products,BLACK BAROQUE WALL CLOCK,758.18,,,,BLACK BAROQUE WALL CLOCK,,,,,,758.18,82,35,,,,,,
Week 4 - Insights,Top Products,FIVE CATS HANGING DECORATION,755.77,,,,FIVE CATS HANGING DECORATION,,,,,,755.77,244,83,,,,,,
Week 4 - Insights,Top Products,TRAVEL CARD WALLET FLOWER MEADOW,752.67,,,,TRAVEL CARD WALLET FLOWER MEADOW,,,,,,752.67,1734,172,,,,,,
Week 4 - Insights,Top Products,WRAP ALPHABET POSTER,752.6,,,,WRAP ALPHABET POSTER,,,,,,752.6,1830,63,,,,,,
Week 4 - Insights,Top Products,HANGING SPRING FLOWER EGG LARGE,751.49,,,,HANGING SPRING FLOWER EGG LARGE,,,,,,751.49,863,70,,,,,,
Week 4 - Insights,Top Products,EGG FRYING PAN IVORY,751.26,,,,EGG FRYING PAN IVORY,,,,,,751.26,358,92,,,,,,
Week 4 - Insights,Top Products,KENSINGTON COFFEE SET,751.17,,,,KENSINGTON COFFEE SET,,,,,,751.17,57,34,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS TREE HANGING SILVER,750.19,,,,CHRISTMAS TREE HANGING SILVER,,,,,,750.19,801,88,,,,,,
Week 4 - Insights,Top Products,INFLATABLE POLITICAL GLOBE,749.69,,,,INFLATABLE POLITICAL GLOBE,,,,,,749.69,848,70,,,,,,
Week 4 - Insights,Top Products,WRAP GREEN PEARS,748.86,,,,WRAP GREEN PEARS,,,,,,748.86,1783,73,,,,,,
Week 4 - Insights,Top Products,BLACK STITCHED WALL CLOCK,748.36,,,,BLACK STITCHED WALL CLOCK,,,,,,748.36,709,42,,,,,,
Week 4 - Insights,Top Products,ZINC FINISH 15CM PLANTER POTS,748.34,,,,ZINC FINISH 15CM PLANTER POTS,,,,,,748.34,601,57,,,,,,
Week 4 - Insights,Top Products,BIRD DECORATION GREEN POLKADOT,747.81,,,,BIRD DECORATION GREEN POLKADOT,,,,,,747.81,820,139,,,,,,
Week 4 - Insights,Top Products,PACK OF 12 STICKY BUNNIES,747.38,,,,PACK OF 12 STICKY BUNNIES,,,,,,747.38,985,166,,,,,,
Week 4 - Insights,Top Products,4 WILDFLOWER BOTANICAL CANDLES,745.87,,,,4 WILDFLOWER BOTANICAL CANDLES,,,,,,745.87,398,90,,,,,,
Week 4 - Insights,Top Products,MEASURING TAPE BABUSHKA RED,745.22,,,,MEASURING TAPE BABUSHKA RED,,,,,,745.22,262,40,,,,,,
Week 4 - Insights,Top Products,IVORY PAPER CUP CAKE CASES,744.35,,,,IVORY PAPER CUP CAKE CASES,,,,,,744.35,1087,124,,,,,,
Week 4 - Insights,Top Products,FELT FARM ANIMAL RABBIT,743.89,,,,FELT FARM ANIMAL RABBIT,,,,,,743.89,912,77,,,,,,
Week 4 - Insights,Top Products,SET OF 2 ROUND TINS CAMEMBERT,742.92,,,,SET OF 2 ROUND TINS CAMEMBERT,,,,,,742.92,280,97,,,,,,
Week 4 - Insights,Top Products,200 BENDY SKULL STRAWS,742.37,,,,200 BENDY SKULL STRAWS,,,,,,742.37,660,55,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN FORK BLUE,741.99,,,,CHILDS GARDEN FORK BLUE,,,,,,741.99,894,125,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART GREEN LARGE,741.47,,,,BEADED CRYSTAL HEART GREEN LARGE,,,,,,741.47,810,61,,,,,,
Week 4 - Insights,Top Products,DAIRY MAID TOASTRACK,741.13,,,,DAIRY MAID TOASTRACK,,,,,,741.13,741,102,,,,,,
Week 4 - Insights,Top Products,RED TEA TOWEL CLASSIC DESIGN,740.96,,,,RED TEA TOWEL CLASSIC DESIGN,,,,,,740.96,618,72,,,,,,
Week 4 - Insights,Top Products,RING OF ROSES BIRTHDAY CARD,740.89,,,,RING OF ROSES BIRTHDAY CARD,,,,,,740.89,1787,126,,,,,,
Week 4 - Insights,Top Products,NOEL GARLAND PAINTED ZINC,740.41,,,,NOEL GARLAND PAINTED ZINC,,,,,,740.41,1278,123,,,,,,
Week 4 - Insights,Top Products,COCKTAIL SWORDS 50 PIECES,739.65,,,,COCKTAIL SWORDS 50 PIECES,,,,,,739.65,911,93,,,,,,
Week 4 - Insights,Top Products,WALL ART HORSE & PONY,737.82,,,,WALL ART HORSE & PONY,,,,,,737.82,219,45,,,,,,
Week 4 - Insights,Top Products,FELT FARM ANIMAL WHITE BUNNY,736.98,,,,FELT FARM ANIMAL WHITE BUNNY,,,,,,736.98,1561,96,,,,,,
Week 4 - Insights,Top Products,TALL ROCOCO CANDLE HOLDER,736.59,,,,TALL ROCOCO CANDLE HOLDER,,,,,,736.59,89,19,,,,,,
Week 4 - Insights,Top Products,"BLACK TEA,COFFEE,SUGAR JARS",736.55,,,,"BLACK TEA,COFFEE,SUGAR JARS",,,,,,736.55,429,45,,,,,,
Week 4 - Insights,Top Products,PHOTO FRAME LINEN AND LACE LARGE,734.18,,,,PHOTO FRAME LINEN AND LACE LARGE,,,,,,734.18,197,40,,,,,,
Week 4 - Insights,Top Products,GLASS JAR MARMALADE,733.4,,,,GLASS JAR MARMALADE,,,,,,733.4,228,77,,,,,,
Week 4 - Insights,Top Products,PINK FLOWER CROCHET FOOD COVER,732.8,,,,PINK FLOWER CROCHET FOOD COVER,,,,,,732.8,193,72,,,,,,
Week 4 - Insights,Top Products,TEATIME FUNKY FLOWER BACKPACK FOR 2,732.23,,,,TEATIME FUNKY FLOWER BACKPACK FOR 2,,,,,,732.23,66,53,,,,,,
Week 4 - Insights,Top Products,CINAMMON SET OF 9 T-LIGHTS,731.5,,,,CINAMMON SET OF 9 T-LIGHTS,,,,,,731.5,811,149,,,,,,
Week 4 - Insights,Top Products,SET OF 6 GIRLS CELEBRATION CANDLES,731.45,,,,SET OF 6 GIRLS CELEBRATION CANDLES,,,,,,731.45,578,124,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN FORK PINK,730.41,,,,CHILDS GARDEN FORK PINK,,,,,,730.41,840,133,,,,,,
Week 4 - Insights,Top Products,ASSORTED TUTTI FRUTTI MIRROR,728.31,,,,ASSORTED TUTTI FRUTTI MIRROR,,,,,,728.31,538,59,,,,,,
Week 4 - Insights,Top Products,GINGHAM ROSE WRAP,726.18,,,,GINGHAM ROSE WRAP,,,,,,726.18,1729,69,,,,,,
Week 4 - Insights,Top Products,S/15 SILVER GLASS BAUBLES IN BAG,725.52,,,,S/15 SILVER GLASS BAUBLES IN BAG,,,,,,725.52,558,62,,,,,,
Week 4 - Insights,Top Products,PINK SWEETHEART BRACELET,725.32,,,,PINK SWEETHEART BRACELET,,,,,,725.32,175,78,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART PINK ON STICK,725.26,,,,BEADED CRYSTAL HEART PINK ON STICK,,,,,,725.26,850,206,,,,,,
Week 4 - Insights,Top Products,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,,,,SET OF 6 RIBBONS PERFECTLY PRETTY,,,,,,724.59,251,43,,,,,,
Week 4 - Insights,Top Products,ROSE SCENT CANDLE JEWELLED DRAWER,722.47,,,,ROSE SCENT CANDLE JEWELLED DRAWER,,,,,,722.47,529,41,,,,,,
Week 4 - Insights,Top Products,SMALL YELLOW BABUSHKA NOTEBOOK,721.64,,,,SMALL YELLOW BABUSHKA NOTEBOOK,,,,,,721.64,949,212,,,,,,
Week 4 - Insights,Top Products,SUNSET COLOUR CHUNKY KNITTED THROW,720.93,,,,SUNSET COLOUR CHUNKY KNITTED THROW,,,,,,720.93,60,39,,,,,,
Week 4 - Insights,Top Products,DOVE DECORATION PAINTED ZINC,720.19,,,,DOVE DECORATION PAINTED ZINC,,,,,,720.19,2261,77,,,,,,
Week 4 - Insights,Top Products,MAGNETS PACK OF 4 HOME SWEET HOME,719.73,,,,MAGNETS PACK OF 4 HOME SWEET HOME,,,,,,719.73,1369,148,,,,,,
Week 4 - Insights,Top Products,CORONA MEXICAN TRAY,719.69,,,,CORONA MEXICAN TRAY,,,,,,719.69,172,38,,,,,,
Week 4 - Insights,Top Products,BLOSSOM IMAGES GIFT WRAP SET,719.59,,,,BLOSSOM IMAGES GIFT WRAP SET,,,,,,719.59,768,131,,,,,,
Week 4 - Insights,Top Products,PAPER LANTERN 9 POINT DELUXE STAR,718.19,,,,PAPER LANTERN 9 POINT DELUXE STAR,,,,,,718.19,107,34,,,,,,
Week 4 - Insights,Top Products,PAPERWEIGHT VINTAGE COLLAGE,718.16,,,,PAPERWEIGHT VINTAGE COLLAGE,,,,,,718.16,462,68,,,,,,
Week 4 - Insights,Top Products,SCENTED VELVET LOUNGE CANDLE,717.79,,,,SCENTED VELVET LOUNGE CANDLE,,,,,,717.79,1706,53,,,,,,
Week 4 - Insights,Top Products,STARS GIFT TAPE,717.62,,,,STARS GIFT TAPE,,,,,,717.62,1641,132,,,,,,
Week 4 - Insights,Top Products,BLACK TEA TOWEL CLASSIC DESIGN,717.3,,,,BLACK TEA TOWEL CLASSIC DESIGN,,,,,,717.3,801,126,,,,,,
Week 4 - Insights,Top Products,RETRO MOD TRAY,717.11,,,,RETRO MOD TRAY,,,,,,717.11,800,156,,,,,,
Week 4 - Insights,Top Products,CHILDS GARDEN BRUSH BLUE,716.94,,,,CHILDS GARDEN BRUSH BLUE,,,,,,716.94,327,80,,,,,,
Week 4 - Insights,Top Products,MINT GREEN ROSE TOWEL,716.87,,,,MINT GREEN ROSE TOWEL,,,,,,716.87,188,84,,,,,,
Week 4 - Insights,Top Products,DECORATIVE FLORE BATHROOM BOTTLE,716.86,,,,DECORATIVE FLORE BATHROOM BOTTLE,,,,,,716.86,515,139,,,,,,
Week 4 - Insights,Top Products,MINI PAINTED GARDEN DECORATION,716.03,,,,MINI PAINTED GARDEN DECORATION,,,,,,716.03,2391,77,,,,,,
Week 4 - Insights,Top Products,GARDENIA 1 WICK MORRIS BOXED CANDLE,713.93,,,,GARDENIA 1 WICK MORRIS BOXED CANDLE,,,,,,713.93,209,60,,,,,,
Week 4 - Insights,Top Products,FRENCH BLUE METAL DOOR SIGN 9,713.57,,,,FRENCH BLUE METAL DOOR SIGN 9,,,,,,713.57,521,97,,,,,,
Week 4 - Insights,Top Products,CARD CAT AND TREE,712.19,,,,CARD CAT AND TREE,,,,,,712.19,1621,167,,,,,,
Week 4 - Insights,Top Products,PAPER LANTERN 7 POINT SNOW STAR,711.51,,,,PAPER LANTERN 7 POINT SNOW STAR,,,,,,711.51,103,28,,,,,,
Week 4 - Insights,Top Products,DRAWER KNOB VINTAGE GLASS BALL,710.88,,,,DRAWER KNOB VINTAGE GLASS BALL,,,,,,710.88,326,50,,,,,,
Week 4 - Insights,Top Products,CURIOUS IMAGES GIFT WRAP SET,710.74,,,,CURIOUS IMAGES GIFT WRAP SET,,,,,,710.74,671,139,,,,,,
Week 4 - Insights,Top Products,GLITTER CHRISTMAS TREE WITH BELLS,709.82,,,,GLITTER CHRISTMAS TREE WITH BELLS,,,,,,709.82,686,96,,,,,,
Week 4 - Insights,Top Products,PINK HAWAIIAN PICNIC HAMPER FOR 2,709.24,,,,PINK HAWAIIAN PICNIC HAMPER FOR 2,,,,,,709.24,78,55,,,,,,
Week 4 - Insights,Top Products,BUNNY WOODEN PAINTED WITH BIRD,708.9,,,,BUNNY WOODEN PAINTED WITH BIRD,,,,,,708.9,880,140,,,,,,
Week 4 - Insights,Top Products,CHRISTMAS TREE HANGING GOLD,708.57,,,,CHRISTMAS TREE HANGING GOLD,,,,,,708.57,787,74,,,,,,
Week 4 - Insights,Top Products,ANTIQUE GLASS HEART DECORATION,707.23,,,,ANTIQUE GLASS HEART DECORATION,,,,,,707.23,327,36,,,,,,
Week 4 - Insights,Top Products,BANQUET BIRTHDAY  CARD,707.04,,,,BANQUET BIRTHDAY  CARD,,,,,,707.04,1632,159,,,,,,
Week 4 - Insights,Top Products,ROSE DU SUD CUSHION COVER,705.49,,,,ROSE DU SUD CUSHION COVER,,,,,,705.49,135,68,,,,,,
Week 4 - Insights,Top Products,SWALLOW SQUARE TISSUE BOX,704.31,,,,SWALLOW SQUARE TISSUE BOX,,,,,,704.31,1524,144,,,,,,
Week 4 - Insights,Top Products,DECORATION  BUTTERFLY  MAGIC GARDEN,703.75,,,,DECORATION  BUTTERFLY  MAGIC GARDEN,,,,,,703.75,787,146,,,,,,
Week 4 - Insights,Top Products,JAZZ HEARTS ADDRESS BOOK,703.13,,,,JAZZ HEARTS ADDRESS BOOK,,,,,,703.13,3095,221,,,,,,
Week 4 - Insights,Top Products,FOLDING BUTTERFLY MIRROR IVORY,703.08,,,,FOLDING BUTTERFLY MIRROR IVORY,,,,,,703.08,746,129,,,,,,
Week 4 - Insights,Top Products,CHERRY BLOSSOM DECORATIVE FLASK,699.7,,,,CHERRY BLOSSOM DECORATIVE FLASK,,,,,,699.7,172,65,,,,,,
Week 4 - Insights,Top Products,STEEL SWEETHEART ROUND TABLE CREAM,699.63,,,,STEEL SWEETHEART ROUND TABLE CREAM,,,,,,699.63,41,24,,,,,,
Week 4 - Insights,Top Products,ASSORTED EASTER DECORATIONS  BELLS,699.57,,,,ASSORTED EASTER DECORATIONS  BELLS,,,,,,699.57,545,25,,,,,,
Week 4 - Insights,Top Products,BLACK WINE GLASS,697.62,,,,BLACK WINE GLASS,,,,,,697.62,1666,19,,,,,,
Week 4 - Insights,Top Products,HEARTS  STICKERS,697.04,,,,HEARTS  STICKERS,,,,,,697.04,787,116,,,,,,
Week 4 - Insights,Top Products,SQUARE CHERRY BLOSSOM CABINET,695.75,,,,SQUARE CHERRY BLOSSOM CABINET,,,,,,695.75,125,18,,,,,,
Week 4 - Insights,Top Products,WRAP BILLBOARD FONTS DESIGN,695.52,,,,WRAP BILLBOARD FONTS DESIGN,,,,,,695.52,1656,60,,,,,,
Week 4 - Insights,Top Products,BLUE ROSE FABRIC MIRROR,694.7,,,,BLUE ROSE FABRIC MIRROR,,,,,,694.7,585,89,,,,,,
Week 4 - Insights,Top Products,EDWARDIAN HEART PHOTO FRAME,692.94,,,,EDWARDIAN HEART PHOTO FRAME,,,,,,692.94,156,43,,,,,,
Week 4 - Insights,Top Products,RED POLKADOT COFFEE  MUG,692.16,,,,RED POLKADOT COFFEE  MUG,,,,,,692.16,1436,61,,,,,,
Week 4 - Insights,Top Products,RATTLE SNAKE EGGS,689.35,,,,RATTLE SNAKE EGGS,,,,,,689.35,813,102,,,,,,
Week 4 - Insights,Top Products,BLUE POLKADOT KIDS BAG,688.3,,,,BLUE POLKADOT KIDS BAG,,,,,,688.3,286,74,,,,,,
Week 4 - Insights,Top Products,MADRAS NOTEBOOK MEDIUM,687.16,,,,MADRAS NOTEBOOK MEDIUM,,,,,,687.16,889,71,,,,,,
Week 4 - Insights,Top Products,VINTAGE KEEPSAKE BOX PARIS DAYS,686.86,,,,VINTAGE KEEPSAKE BOX PARIS DAYS,,,,,,686.86,112,56,,,,,,
Week 4 - Insights,Top Products,SILVER JEWELLED MIRROR TRINKET TRAY,685.28,,,,SILVER JEWELLED MIRROR TRINKET TRAY,,,,,,685.28,94,44,,,,,,
Week 4 - Insights,Top Products,MAGNETS PACK OF 4 VINTAGE LABELS,684.6,,,,MAGNETS PACK OF 4 VINTAGE LABELS,,,,,,684.6,1310,124,,,,,,
Week 4 - Insights,Top Products,GLASS SPHERE CANDLE STAND MEDIUM,684.08,,,,GLASS SPHERE CANDLE STAND MEDIUM,,,,,,684.08,111,34,,,,,,
Week 4 - Insights,Top Products,WOVEN BERRIES CUSHION COVER,683.8,,,,WOVEN BERRIES CUSHION COVER,,,,,,683.8,162,89,,,,,,
Week 4 - Insights,Top Products,ASSORTED TUTTI FRUTTI BRACELET,683.73,,,,ASSORTED TUTTI FRUTTI BRACELET,,,,,,683.73,2502,130,,,,,,
Week 4 - Insights,Top Products,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,682.92,,,,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,,,,,,682.92,794,97,,,,,,
Week 4 - Insights,Top Products,FRYING PAN BLUE POLKADOT,682.8,,,,FRYING PAN BLUE POLKADOT,,,,,,682.8,185,86,,,,,,
Week 4 - Insights,Top Products,RECYCLED PENCIL WITH RABBIT ERASER,682.8,,,,RECYCLED PENCIL WITH RABBIT ERASER,,,,,,682.8,3008,167,,,,,,
Week 4 - Insights,Top Products,PACK OF 6 SMALL FRUIT STRAWS,682.39,,,,PACK OF 6 SMALL FRUIT STRAWS,,,,,,682.39,1685,100,,,,,,
Week 4 - Insights,Top Products,FLOOR CUSHION ELEPHANT CARNIVAL,682.34,,,,FLOOR CUSHION ELEPHANT CARNIVAL,,,,,,682.34,65,33,,,,,,
